shapefile,v,v_max,mono,cl,uci_max
C:\Users\amrof\Documents\blogdown\content\post\AED_MS79_emprego16.shp,1.89736860260646,3.21972440217403,0.410704654930926,0.596047121376705,0.244799327307591
